nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
8465456505,2020-08-19,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,
1584556505,2020-08-20,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
1584556505,2020-08-20,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,,No,,
1584556505,2020-08-20,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Tucumán,ALBERDI,Hombre,17,No,,90
1584556505,2020-08-20,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Tucumán,ALBERDI,Hombre,16,No,,90
3584556505,2020-08-20,Trata,Persona desaparecida,Victima directa,Argentina,,,Hombre,,No,,
5584556505,2020-08-20,Trata,Explotación laboral,Victima directa,,Neuquén,Zapala,Hombre,37,No,,58
5584556505,2020-08-20,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
7594556505,2020-08-20,Trata,Explotación sexual,Acusado,,Buenos Aires,Tortuguitas,Hombre,,No,,06
7594556505,2020-08-20,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tortuguitas,Mujer,35,No,,06
2515556505,2020-08-21,Trata,Intento de secuestro,Victima directa,Argentina,Río Negro,El Bolsón,Mujer,14,No,,62
4525556505,2020-08-21,Trata,Abuso sexual infantil,Victima directa,,,,Mujer,,No,,
4525556505,2020-08-21,Trata,Abuso sexual infantil,Acusado,,,,Hombre,,No,,
5515556505,2020-08-21,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Sin descripcion,Buenos Aires,,Hombre,,No,,06
9425556505,2020-08-21,Trata,Explotación sexual,Acusado,,Buenos Aires,Tortuguitas,Hombre,,No,,06
9425556505,2020-08-21,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tortuguitas,Mujer,,No,,06
2545556505,2020-08-22,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
1575556505,2020-08-23,Trata,Explotación laboral,Victima directa,,Salta,Embarcacion,Hombre,,No,,66
1575556505,2020-08-23,Trata,Explotación laboral,Acusado,,Salta,Salta,Hombre,,No,,66
2575556505,2020-08-23,Trata,Otro,Victima directa,Argentina,Santa Fe,Lanteri,Mujer,11,No,,82
2575556505,2020-08-23,Trata,Otro,Acusado,Argentina,Santa Fe,Lanteri,Hombre,19,No,,82
3505656505,2020-08-24,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
3505656505,2020-08-24,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
505656505,2020-08-24,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Mujer,,No,,82
505656505,2020-08-24,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Mujer,,No,,82
505656505,2020-08-24,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Hombre,,No,,82
6584656505,2020-08-24,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,,No,,
6584656505,2020-08-24,Trata,Explotación sexual,Victima directa,Paraguay,,,Mujer,,No,,
6584656505,2020-08-24,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,,No,,
7505656505,2020-08-24,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,,No,,
7505656505,2020-08-24,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,,No,,
1535656505,2020-08-25,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
3525656505,2020-08-25,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,21,No,,02
3525656505,2020-08-25,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
3535656505,2020-08-25,Trata,Explotación sexual,Acusado,Senegal,,,Hombre,,No,,
535656505,2020-08-25,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,35,No,,02
1545656505,2020-08-26,Trata,Explotación sexual,Victima directa,,Buenos Aires,Vicente López,Mujer,,No,,06
2545656505,2020-08-26,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,,No,,02
3555656505,2020-08-26,Trata,Persona desaparecida,Victima directa,Argentina,Misiones,Puerto Iguazú,Mujer,,No,,54
3555656505,2020-08-26,Trata,Persona desaparecida,Acusado,Argentina,Misiones,Puerto Iguazú,Hombre,,No,,54
5555656505,2020-08-26,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tortuguitas,Mujer,35,No,,06
5555656505,2020-08-26,Trata,Explotación sexual,Acusado,,Buenos Aires,Tortuguitas,Hombre,,No,,06
6545656505,2020-08-26,Trata,Explotación sexual,Acusado,,,,,,No,,
7545656505,2020-08-26,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Hombre,,No,,82
7545656505,2020-08-26,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Mujer,,No,,82
8455656505,2020-08-26,Trata,Explotación sexual,Victima directa,,Buenos Aires,Vicente López,Mujer,,No,,06
9445656505,2020-08-26,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
9445656505,2020-08-26,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
4565656505,2020-08-27,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,,,No,,14
7594756505,2020-08-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Mujer,,No,,
7594756505,2020-08-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,,No,,
7594756505,2020-08-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
8405756505,2020-08-28,Trata,Persona desaparecida,Victima directa,,,,Mujer,,No,,
8405756505,2020-08-28,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Mujer,40,No,,
8484756505,2020-08-28,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
9405756505,2020-08-29,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
7515756505,2020-08-30,Trata,Explotación sexual,Acusado,,San Luis,Villa Mercedes,Hombre,46,No,,74
7515756505,2020-08-30,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
8435756505,2020-08-30,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
8435756505,2020-08-30,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
1545756505,2020-08-31,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
6545756505,2020-08-31,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,,No,,06
6545756505,2020-08-31,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
4575756505,2020-09-01,Trata,Explotación laboral,Victima directa,Estados unidos de america,,,Mujer,60,No,,
594847505,2020-09-01,Trata,Persona desaparecida,Victima directa,,,,Hombre,53,No,,
9494847505,2020-09-01,Trata,Explotación sexual,Acusado,,,,Hombre,62,No,,
9494847505,2020-09-01,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
3515847505,2020-09-02,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Mujer,39,No,,
3515847505,2020-09-02,Trata,Persona desaparecida,Victima directa,,,,Hombre,4,No,,
3515847505,2020-09-02,Trata,Persona desaparecida,Acusado,,,,Hombre,,No,,
3594847505,2020-09-02,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
7594847505,2020-09-02,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
1525847505,2020-09-03,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
1525847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
1525847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Mujer,,No,,
1525847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
1525847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
4515847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
6525847505,2020-09-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
9425847505,2020-09-03,Trata,Persona desaparecida,Victima directa,,,,Hombre,69,No,,
2535847505,2020-09-04,Trata,Explotación laboral,Victima directa,Argentina,Chaco,,Mujer,,No,,22
6584947505,2020-09-07,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
7505947505,2020-09-07,Trata,Explotación sexual,Acusado,,Santa Fe,Santa Fe,Hombre,,No,,82
7505947505,2020-09-07,Trata,Explotación sexual,Victima directa,,Santa Fe,Santa Fe,,,No,,82
1525947505,2020-09-08,Trata,Violencia de género,Victima directa,,Jujuy,La Ovejería,Mujer,21,No,,38
1525947505,2020-09-08,Trata,Violencia de género,Acusado,,,,Hombre,,No,,
3555947505,2020-09-09,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
3555947505,2020-09-09,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,,No,,
3555947505,2020-09-09,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,,No,,
6535947505,2020-09-09,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Ramos Mejía,Hombre,,No,,06
6555947505,2020-09-09,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
1575947505,2020-09-10,Trata,Posible captación,Victima directa,,,,Mujer,,No,,
4565947505,2020-09-10,Trata,Posible captación,Victima directa,,,,Mujer,25,No,,
4565947505,2020-09-10,Trata,Posible captación,Acusado,,,,Hombre,,No,,
1505057505,2020-09-11,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Mujer,,No,,14
1594057505,2020-09-11,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,No,,02
1525057505,2020-09-12,Trata,Otro,Acusado,,Buenos Aires,Udaondo,Hombre,,No,,06
8415057505,2020-09-12,Trata,Posible captación,Acusado,,,,Hombre,,No,,
5525057505,2020-09-13,Trata,Intento de secuestro,Victima directa,Argentina,Buenos Aires,Cuartel V,Mujer,17,No,,06
5525057505,2020-09-13,Trata,Intento de secuestro,Victima indirecta - familiar,Argentina,Buenos Aires,Cuartel V,Mujer,,No,,06
7525057505,2020-09-13,Trata,Otro,Acusado,Argentina,,,Hombre,52,No,,
3575057505,2020-09-14,Trata,Explotación laboral,Acusado,,,,Mujer,,No,,
5545057505,2020-09-14,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5545057505,2020-09-14,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,,No,,
555057505,2020-09-14,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,,No,,90
5584157505,2020-09-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,,No,,
5584157505,2020-09-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,,No,,
6584157505,2020-09-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,,No,,
6584157505,2020-09-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,,No,,
1515157505,2020-09-16,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
1515157505,2020-09-16,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,,No,,
2505157505,2020-09-16,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
2505157505,2020-09-16,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
4515157505,2020-09-16,Trata,Explotación laboral,Acusado,Argentina,,,Mujer,,No,,
4515157505,2020-09-16,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,,No,,
525157505,2020-09-16,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,30,No,,
5505157505,2020-09-16,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,,No,,
6515157505,2020-09-16,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,,No,,
6515157505,2020-09-16,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Hombre,,No,,
6515157505,2020-09-16,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Mujer,,No,,
6515157505,2020-09-16,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,,No,,
6515157505,2020-09-16,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Hombre,,No,,
1535157505,2020-09-17,Trata,Explotación sexual,Acusado,,Misiones,Puerto Iguazú,Mujer,,No,,54
3525157505,2020-09-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,22,No,,
7535157505,2020-09-17,Trata,Explotación sexual,Acusado,,,,Transexual,,No,,
4545157505,2020-09-18,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5545157505,2020-09-18,Trata,Traslado de personas,Victima directa,Sin descripcion,,,Mujer,,No,,
9455157505,2020-09-18,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Misiones,San Javier,Mujer,,No,,54
9455157505,2020-09-18,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Misiones,San Javier,Mujer,,No,,54
1575157505,2020-09-19,Trata,Otro,Victima directa,,Córdoba,Alta Gracia,Mujer,,No,,14
1575157505,2020-09-19,Trata,Otro,Acusado,,Córdoba,Alta Gracia,Hombre,,No,,14
1575157505,2020-09-19,Trata,Otro,Acusado,,Córdoba,Alta Gracia,Mujer,,No,,14
9465157505,2020-09-19,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
2515257505,2020-09-21,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Flores,Mujer,,No,,06
9405257505,2020-09-21,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,02
6515257505,2020-09-22,Trata,Privación ilegítima de la libertad,Victima directa,Venezuela,Buenos Aires,La Matanza,Mujer,25,No,,06
545257505,2020-09-23,Trata,Explotación laboral,Victima directa,,,,Hombre,23,No,,
545257505,2020-09-23,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5565257505,2020-09-24,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Del Viso,Mujer,,No,,06
565257505,2020-09-24,Trata,Grooming,Victima directa,,,,Mujer,,No,,
565257505,2020-09-24,Trata,Grooming,Acusado,,,,,,No,,
7584357505,2020-09-25,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Caseros,Mujer,,No,,06
8494357505,2020-09-25,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,,No,,
8494357505,2020-09-25,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos AIres,Mujer,,No,,02
7594357505,2020-09-26,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Bolivia,La Pampa,Santa Rosa,Hombre,,No,,42
7594357505,2020-09-26,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,Bolivia,,,Mujer,,No,,
7594357505,2020-09-26,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,Bolivia,La Pampa,,Mujer,,No,,42
7594357505,2020-09-26,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,Bolivia,,,Mujer,,No,,
1525357505,2020-09-27,Trata,Persona desaparecida,Victima directa,Argentina,Jujuy,Palpalá,Mujer,,No,,38
1535357505,2020-09-28,Trata,Reducción a la servidumbre o situaciones análogas,Victima indirecta - familiar,,Buenos Aires,Mar del Plata,Mujer,,No,,06
1535357505,2020-09-28,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Hombre,,No,,
9435357505,2020-09-28,Trata,Explotación laboral,Victima directa,,Santiago del Estero,La Banda,Hombre,27,No,,86
9435357505,2020-09-28,Trata,Explotación laboral,Acusado,,Santiago del Estero,La Banda,Hombre,,No,,86
3555357505,2020-09-29,Trata,Explotación sexual,Acusado,,Corrientes,Esquina,Hombre,,No,,18
3555357505,2020-09-29,Trata,Explotación sexual,Victima directa,,,,Mujer,14,No,,
3555357505,2020-09-29,Trata,Explotación sexual,Acusado,,,,Hombre,24,No,,
4555357505,2020-09-29,Trata,Explotación sexual,Acusado,,Buenos Aires,Monte Grande,Hombre,32,No,,06
4555357505,2020-09-29,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
5555357505,2020-09-29,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,,No,,
5555357505,2020-09-29,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
8455357505,2020-09-29,Trata,Explotación sexual,Acusado,,,,Transexual,,No,,
584457505,2020-09-30,Trata,Explotación sexual,Acusado,,Buenos Aires,Bahía Blanca,Hombre,,No,,06
9475357505,2020-09-30,Trata,Persona desaparecida,Victima directa,,,,Mujer,,No,,
5584457505,2020-10-01,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
2515457505,2020-10-02,Trata,Privacion ilegitima de la libertad,Victima directa,,,,Mujer,,No,,
2515457505,2020-10-02,Trata,Privacion ilegitima de la libertad,Acusado,,,,Mujer,,No,,
2515457505,2020-10-02,Trata,Privacion ilegitima de la libertad,Acusado,,Buenos Aires,González Catán,Hombre,,No,,06
3505457505,2020-10-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Buenos Aires,Mujer,,No,,06
3594457505,2020-10-02,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,,,No,,06
6505457505,2020-10-02,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Buenos Aires,Mujer,15,No,,06
1525457505,2020-10-03,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
1525457505,2020-10-03,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
525457505,2020-10-03,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,,No,,06
5515457505,2020-10-03,Trata,Explotación laboral,Acusado,,Buenos Aires,Martínez,Hombre,50,No,,06
8475457505,2020-10-05,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
8475457505,2020-10-05,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
1594557505,2020-10-06,Trata,Explotación sexual,Victima directa,,,,Mujer,23,No,,
1594557505,2020-10-06,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
4594557505,2020-10-06,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
4594557505,2020-10-06,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
3515557505,2020-10-07,Trata,Explotación laboral,Acusado,,Santa Fe,Rosario,Hombre,,No,,82
515557505,2020-10-07,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,,No,,
515557505,2020-10-07,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,,No,,
1535557505,2020-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5535557505,2020-10-08,Trata,Explotación sexual,Acusado,,,,Mujer,33,No,,
2555557505,2020-10-09,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,,No,,06
5565557505,2020-10-09,Trata,Persona desaparecida,Victima directa,,,,Mujer,,No,,
6555557505,2020-10-09,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,,No,,02
4584657505,2020-10-11,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Rafael Castillo,Mujer,13,No,,06
4584657505,2020-10-11,Trata,Persona desaparecida,Acusado,Argentina,,,Hombre,17,No,,
6584657505,2020-10-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Corrientes,Paso de los Libres,Mujer,,No,,18
3594657505,2020-10-12,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,45,No,,
4505657505,2020-10-12,Trata,Explotación sexual,Victima directa,,,,Mujer,28,No,,
4505657505,2020-10-12,Trata,Explotación sexual,Acusado,,La Pampa,Santa Rosa,Mujer,,No,,42
4505657505,2020-10-12,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
525657505,2020-10-13,Trata,Traslado de personas,Victima directa,,,,Mujer,,No,,
535657505,2020-10-13,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
535657505,2020-10-13,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
7515657505,2020-10-13,Trata,Traslado de personas,Victima directa,,,,Mujer,,No,,
8425657505,2020-10-13,Trata,Traslado de personas,Victima directa,,,,Mujer,,No,,
4535657505,2020-10-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
7535657505,2020-10-14,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,Buenos Aires,José C. Paz,Mujer,,No,,06
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,Argentina,,ensenada,Mujer,,No,,
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,Ensenada,Mujer,,No,No,06
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Ensenada,Mujer,,No,,06
4555657505,2020-10-15,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,14,No,,
